Ngày,Giải Đặc BIệt,Giải Nhất,Giải Nhì,Giải Ba,Giải Tư,Giải Năm,Giải Sáu,Giải Bảy
10-03-2023,24420,64647,"{92456, 73117}","{43430, 17679, 18857, 58788, 06086, 56612}","{6449, 3646, 0895, 3184}","{9301, 4549, 8069, 7225, 3674, 8235}","{810, 645, 849}","{97, 07, 58, 81}"
11-03-2023,47076,91911,"{68062, 89887}","{97745, 08606, 90078, 48492, 59226, 23122}","{1723, 6001, 7707, 8139}","{9794, 4226, 2120, 7005, 9711, 9405}","{880, 643, 489}","{08, 68, 94, 48}"
12-03-2023,56695,14685,"{86290, 10847}","{34708, 21368, 14720, 47299, 88746, 86664}","{7445, 4972, 3960, 2366}","{5485, 6833, 4077, 3698, 4339, 1046}","{108, 993, 097}","{03, 96, 19, 08}"
13-03-2023,17375,14288,"{47795, 89010}","{20929, 26532, 57195, 21787, 86420, 48111}","{6956, 1055, 0805, 3323}","{1072, 2589, 1620, 1450, 8125, 7411}","{103, 269, 494}","{80, 74, 83, 51}"
14-03-2023,67879,07811,"{56885, 61063}","{64605, 02010, 94533, 29538, 20174, 81544}","{7935, 8490, 0920, 4677}","{6660, 0349, 9239, 4622, 5526, 4141}","{561, 858, 133}","{76, 78, 40, 09}"
15-03-2023,67724,09458,"{42912, 82249}","{32675, 58785, 80854, 22192, 66944, 59826}","{3763, 1746, 8274, 9210}","{9558, 7603, 8738, 9949, 1521, 8486}","{600, 528, 250}","{35, 83, 26, 41}"
16-03-2023,89581,62172,"{16250, 32921}","{86507, 63642, 18592, 40723, 78206, 13297}","{4218, 9856, 9922, 8734}","{4172, 2783, 9801, 0431, 9420, 0537}","{945, 195, 212}","{92, 44, 89, 04}"
17-03-2023,59389,46086,"{47967, 93279}","{62875, 61643, 80808, 17950, 83001, 55132}","{7669, 4211, 2318, 6993}","{7346, 4111, 6778, 2763, 2406, 4847}","{006, 958, 919}","{09, 05, 65, 60}"
18-03-2023,57570,25444,"{05260, 51308}","{14099, 69326, 17323, 52596, 06495, 47274}","{1522, 2679, 3931, 2502}","{2734, 6503, 6147, 0437, 5088, 0227}","{897, 979, 581}","{44, 97, 13, 93}"
19-03-2023,86903,51904,"{86833, 22870}","{85621, 16256, 18746, 84156, 68556, 38891}","{3826, 9033, 6756, 8348}","{9234, 5163, 4061, 7108, 1862, 5943}","{562, 892, 334}","{04, 72, 23, 96}"
20-03-2023,24192,24877,"{69360, 66583}","{07529, 77038, 85099, 32290, 94963, 23842}","{6979, 7304, 7041, 4748}","{6909, 5405, 4710, 9722, 2752, 1632}","{617, 012, 182}","{29, 54, 10, 42}"
21-03-2023,81664,40033,"{18931, 74834}","{84351, 11200, 19833, 22886, 94162, 32936}","{2426, 4054, 2848, 1715}","{7368, 9863, 8037, 9985, 1320, 5112}","{657, 518, 832}","{61, 09, 39, 59}"
22-03-2023,08798,75337,"{28963, 26229}","{39544, 19950, 42567, 81097, 15774, 11622}","{1142, 2860, 5468, 4869}","{8457, 1226, 2904, 5946, 4619, 0294}","{613, 479, 357}","{16, 56, 29, 44}"
23-03-2023,45483,75836,"{51256, 95469}","{48390, 14974, 09605, 98957, 76070, 37554}","{0178, 8464, 7318, 4497}","{4361, 8794, 1660, 2984, 2372, 1407}","{191, 984, 646}","{46, 34, 28, 91}"
24-03-2023,48657,92279,"{26169, 82385}","{98841, 13954, 79256, 94604, 99283, 70785}","{1952, 2895, 1644, 0040}","{0056, 2149, 4349, 9152, 6702, 9706}","{946, 859, 135}","{72, 04, 96, 01}"
25-03-2023,32273,26774,"{47449, 00099}","{42018, 44879, 34758, 02573, 53468, 78759}","{1143, 4584, 9372, 9795}","{3750, 9885, 2890, 9364, 0917, 2156}","{114, 430, 214}","{74, 22, 98, 97}"
26-03-2023,57765,81664,"{81817, 24222}","{29370, 84409, 04923, 57889, 07071, 93934}","{4102, 2973, 6263, 6666}","{8566, 3378, 2688, 1310, 3160, 6446}","{895, 560, 344}","{30, 52, 63, 13}"
27-03-2023,83230,27431,"{64284, 25717}","{00542, 39074, 03807, 48505, 81972, 52585}","{3688, 5158, 4819, 5996}","{1953, 7838, 0600, 4430, 1433, 9408}","{989, 736, 316}","{91, 85, 30, 55}"
28-03-2023,66228,20468,"{52302, 81938}","{80052, 98632, 60778, 43904, 23666, 29291}","{9299, 7599, 3882, 4937}","{8481, 5974, 4117, 4744, 3181, 7043}","{520, 126, 567}","{30, 22, 92, 01}"
29-03-2023,86367,69313,"{57644, 99117}","{57068, 01410, 71666, 59756, 37373, 20474}","{6395, 5291, 5632, 3556}","{2533, 5880, 4616, 8998, 7741, 1916}","{961, 316, 203}","{60, 85, 39, 71}"
30-03-2023,11504,13132,"{43820, 11937}","{91023, 02686, 33623, 25816, 44645, 58918}","{9812, 8664, 1685, 4375}","{6194, 6939, 9829, 3640, 4213, 8870}","{374, 236, 642}","{17, 95, 41, 89}"
31-03-2023,59381,50062,"{41803, 74247}","{29789, 25048, 78541, 21351, 15625, 53386}","{8847, 1248, 2881, 7647}","{3187, 0628, 3153, 7468, 8667, 7883}","{834, 295, 592}","{42, 08, 22, 16}"
01-04-2023,70344,29158,"{24102, 22255}","{23385, 08995, 78861, 88142, 93756, 42929}","{0962, 4828, 0948, 7865}","{5076, 2309, 1465, 4650, 5070, 1375}","{549, 093, 772}","{09, 18, 34, 91}"
02-04-2023,01844,86587,"{43090, 21057}","{57039, 85367, 50887, 42799, 15519, 33621}","{2573, 5217, 1536, 8939}","{2106, 7124, 5477, 8497, 6140, 1356}","{057, 954, 095}","{96, 07, 70, 77}"
03-04-2023,52333,60129,"{20276, 16945}","{79852, 81184, 82950, 55742, 41809, 54881}","{7123, 3025, 2171, 9384}","{5032, 6746, 5678, 8084, 0969, 7357}","{116, 932, 199}","{65, 89, 71, 53}"
04-04-2023,75345,58033,"{53624, 14990}","{65024, 54180, 48496, 98824, 68882, 50488}","{1050, 3793, 9904, 2976}","{6534, 1659, 3601, 3421, 3084, 1283}","{615, 045, 950}","{44, 38, 59, 88}"
05-04-2023,96226,95972,"{01247, 51881}","{41676, 08715, 40559, 11220, 01149, 96249}","{4359, 4886, 1952, 1114}","{6014, 5500, 7559, 6213, 7458, 8014}","{379, 127, 366}","{85, 26, 25, 55}"
06-04-2023,89911,05742,"{50512, 78149}","{88171, 00910, 17405, 26389, 88291, 99363}","{7605, 2631, 8658, 7044}","{8351, 4521, 5193, 7433, 2793, 6406}","{436, 412, 634}","{60, 25, 68, 65}"
07-04-2023,49736,58224,"{65556, 14147}","{58150, 72738, 43810, 30812, 33149, 13629}","{8908, 1830, 7439, 0764}","{6547, 1958, 9971, 7786, 2569, 4304}","{463, 465, 406}","{00, 44, 72, 22}"
08-04-2023,29815,36073,"{85333, 58920}","{97433, 78280, 03170, 06858, 88255, 88818}","{2712, 0016, 1596, 5386}","{0744, 4503, 9287, 3859, 3643, 8366}","{075, 849, 001}","{12, 54, 73, 22}"
09-04-2023,10026,76693,"{66574, 62714}","{54568, 53998, 95807, 03990, 50571, 84713}","{1316, 0902, 7909, 3442}","{3716, 6641, 4419, 8431, 3158, 0433}","{469, 923, 443}","{02, 73, 58, 12}"
10-04-2023,06363,75304,"{29505, 25800}","{33432, 51472, 46580, 24161, 76595, 98352}","{7743, 7403, 1859, 9221}","{3187, 2855, 8646, 8584, 0256, 8458}","{352, 139, 219}","{13, 54, 34, 96}"
11-04-2023,16039,40045,"{88796, 43516}","{95785, 28723, 74468, 18671, 71440, 99436}","{8150, 0958, 7169, 4771}","{1017, 5415, 7626, 9898, 1360, 9496}","{489, 632, 860}","{22, 64, 26, 84}"
12-04-2023,37195,88982,"{91410, 39454}","{68319, 52423, 13233, 68277, 21169, 30216}","{0142, 3462, 5629, 2596}","{5756, 9121, 6244, 8253, 6810, 3857}","{309, 404, 166}","{97, 54, 39, 28}"
13-04-2023,44265,59509,"{68989, 53011}","{99466, 91198, 56803, 55404, 06860, 51761}","{5199, 2649, 9460, 1408}","{5496, 4857, 9907, 3867, 9046, 6692}","{919, 860, 899}","{63, 35, 38, 12}"
14-04-2023,57534,88770,"{05720, 91578}","{03717, 48451, 94184, 89449, 05832, 56081}","{4943, 4300, 4803, 7938}","{2632, 1938, 4351, 0270, 7609, 7302}","{029, 457, 562}","{88, 23, 60, 79}"
15-04-2023,27414,11010,"{41330, 97277}","{74505, 02583, 25729, 18319, 80920, 81572}","{1080, 8991, 4942, 4123}","{9035, 2575, 9988, 6255, 7699, 0135}","{777, 921, 304}","{11, 53, 81, 27}"
16-04-2023,41248,17827,"{73986, 79480}","{41224, 34610, 25369, 86403, 80143, 57669}","{1141, 3622, 2677, 0520}","{1337, 5356, 2412, 7235, 8435, 2100}","{803, 944, 321}","{26, 28, 70, 72}"
17-04-2023,65576,21834,"{98341, 78733}","{68199, 77368, 98075, 59580, 47734, 63176}","{9274, 4850, 5518, 3111}","{7707, 0739, 1301, 8058, 5604, 4191}","{013, 523, 323}","{07, 12, 63, 92}"
18-04-2023,71661,24615,"{03759, 25581}","{31440, 21532, 47030, 21563, 46633, 13680}","{4825, 2001, 6675, 0958}","{9186, 8717, 4444, 3440, 5927, 7853}","{474, 516, 418}","{02, 44, 69, 34}"
19-04-2023,46285,47600,"{89103, 41915}","{35857, 82917, 07914, 80475, 55113, 18084}","{6314, 7550, 9636, 4717}","{9880, 7949, 0301, 6813, 5152, 5895}","{877, 990, 348}","{99, 88, 52, 04}"
20-04-2023,24623,35847,"{45787, 01860}","{60014, 43972, 03011, 92939, 16867, 88829}","{9147, 8938, 7278, 4241}","{5191, 7286, 3721, 1848, 9359, 8717}","{331, 135, 823}","{00, 46, 30, 93}"
21-04-2023,47914,60797,"{59717, 14501}","{34329, 85460, 96221, 89853, 40346, 68305}","{3448, 1189, 9419, 1707}","{4739, 7719, 4691, 4875, 9253, 2716}","{562, 636, 836}","{94, 07, 65, 97}"
22-04-2023,64652,14539,"{92652, 95297}","{95663, 75831, 78042, 71169, 20553, 16952}","{1443, 5271, 6924, 9301}","{1177, 8032, 9908, 2351, 6303, 1361}","{261, 724, 234}","{23, 97, 41, 22}"
23-04-2023,71679,11948,"{89314, 26195}","{31992, 01338, 97876, 72042, 28863, 33582}","{6431, 1496, 3962, 2888}","{4428, 9325, 3137, 9739, 8915, 0551}","{388, 551, 461}","{06, 16, 53, 35}"
24-04-2023,42105,06909,"{54521, 44002}","{05311, 76581, 98146, 75329, 02653, 37386}","{8315, 2375, 1673, 0403}","{2683, 9581, 3630, 3726, 0379, 1451}","{347, 874, 370}","{48, 86, 10, 63}"
25-04-2023,85483,95809,"{40929, 91988}","{44027, 49981, 53615, 12157, 65973, 10644}","{6550, 6342, 6838, 1286}","{6306, 7235, 4898, 4217, 4655, 9170}","{711, 370, 029}","{06, 58, 25, 66}"
26-04-2023,89675,47122,"{87741, 90868}","{67189, 59356, 20187, 85300, 27642, 74897}","{4117, 8648, 2445, 1811}","{3606, 9255, 9511, 2703, 6045, 1826}","{148, 330, 095}","{17, 60, 41, 90}"
27-04-2023,80755,28579,"{97673, 33524}","{85938, 05886, 47570, 39895, 91973, 30964}","{5084, 4957, 4141, 7474}","{2445, 9443, 4893, 8832, 2490, 7827}","{068, 670, 765}","{74, 02, 50, 16}"
28-04-2023,13196,47757,"{75260, 25528}","{62526, 11485, 39031, 20967, 51864, 02270}","{8012, 6085, 1150, 4819}","{0020, 6500, 1331, 3462, 5653, 8899}","{993, 308, 910}","{24, 38, 96, 66}"
29-04-2023,54639,71291,"{41698, 59064}","{63882, 53656, 95705, 24224, 25635, 22662}","{8260, 0406, 4970, 2455}","{1445, 6930, 6352, 4790, 5507, 1824}","{123, 603, 919}","{91, 31, 29, 21}"
30-04-2023,90819,14462,"{46938, 76537}","{64883, 87706, 17676, 03683, 13446, 65386}","{6589, 1038, 8701, 2478}","{2368, 5706, 7865, 8484, 1913, 5540}","{027, 311, 663}","{50, 70, 88, 22}"
01-05-2023,61820,92980,"{75547, 22089}","{48152, 67318, 78622, 65301, 40398, 81980}","{3658, 6406, 0212, 2988}","{4791, 9748, 1765, 2248, 3694, 0371}","{389, 974, 716}","{84, 00, 14, 58}"
02-05-2023,00865,40456,"{42008, 20843}","{65177, 77430, 46157, 48808, 12760, 42502}","{2066, 1981, 7988, 5669}","{1644, 6108, 7298, 4086, 4818, 6593}","{473, 470, 221}","{70, 61, 52, 02}"
03-05-2023,85576,51335,"{81665, 42261}","{02390, 74032, 02490, 49728, 77920, 86355}","{6100, 4962, 8993, 4459}","{5312, 8561, 7613, 8129, 8389, 1776}","{880, 237, 406}","{67, 28, 41, 12}"
04-05-2023,81918,25824,"{12136, 10697}","{61949, 33310, 79061, 22400, 85742, 85067}","{1177, 4922, 6028, 9883}","{4177, 1011, 8968, 3260, 7500, 7006}","{561, 096, 553}","{87, 35, 49, 42}"
05-05-2023,82647,95546,"{39378, 98658}","{97994, 13760, 07192, 61645, 91254, 34455}","{5511, 4527, 0642, 4236}","{0155, 7861, 2259, 0242, 1787, 5726}","{432, 624, 534}","{16, 14, 72, 39}"
06-05-2023,02904,87627,"{84022, 69837}","{43316, 26074, 17200, 07162, 44168, 45606}","{6611, 3858, 7560, 8625}","{7551, 8919, 0927, 7435, 4397, 8312}","{438, 142, 508}","{16, 26, 19, 62}"
07-05-2023,88060,04143,"{28610, 84265}","{13198, 37540, 14699, 88940, 74267, 27235}","{3713, 8736, 2531, 9024}","{3384, 1936, 9737, 4003, 8660, 1216}","{887, 368, 121}","{95, 86, 64, 42}"
08-05-2023,44481,08861,"{02832, 00516}","{79797, 97171, 25884, 01962, 05448, 08284}","{6836, 5645, 2536, 8583}","{3262, 5900, 6671, 7555, 0793, 2640}","{441, 909, 144}","{21, 92, 26, 62}"
09-05-2023,58546,87138,"{70752, 46168}","{96208, 31488, 86067, 22183, 37859, 54970}","{5523, 1471, 7978, 9994}","{2767, 1142, 9742, 9327, 1226, 7965}","{921, 554, 160}","{30, 25, 64, 14}"
10-05-2023,97996,66184,"{81579, 19025}","{25267, 82002, 34364, 80746, 09850, 02979}","{5509, 2451, 3535, 0484}","{9156, 1859, 0249, 6927, 7902, 2659}","{556, 891, 491}","{05, 43, 19, 84}"
11-05-2023,63134,66488,"{83106, 50659}","{64327, 85253, 06416, 70969, 92174, 48990}","{8984, 4436, 1466, 5849}","{8638, 1964, 7075, 3741, 1240, 4458}","{860, 897, 971}","{55, 78, 73, 80}"
12-05-2023,84102,12141,"{03914, 59392}","{89476, 73718, 53418, 26470, 04401, 87540}","{9810, 7384, 5603, 4657}","{1245, 1444, 2197, 7581, 5850, 1090}","{531, 230, 371}","{43, 75, 65, 00}"
13-05-2023,19949,70603,"{83105, 86922}","{04612, 77933, 98947, 17393, 21474, 09615}","{4996, 8991, 7581, 3443}","{2415, 2468, 9975, 7844, 5836, 7768}","{209, 521, 997}","{68, 90, 08, 10}"
14-05-2023,67753,19470,"{84443, 50523}","{48507, 10048, 72799, 01556, 83623, 77648}","{4096, 6164, 8307, 8743}","{6036, 2853, 0517, 5167, 2679, 3096}","{454, 812, 208}","{76, 52, 85, 51}"
15-05-2023,90956,63262,"{56387, 17280}","{55838, 87861, 81301, 12200, 75630, 88618}","{2320, 0344, 4038, 5493}","{1853, 5302, 2858, 0332, 3887, 9106}","{107, 095, 442}","{53, 71, 80, 05}"
16-05-2023,19031,78859,"{78392, 19184}","{08741, 22539, 53479, 89302, 45138, 93780}","{6799, 1870, 9094, 5813}","{5658, 5031, 1982, 9514, 0651, 7630}","{208, 378, 741}","{63, 37, 82, 49}"
17-05-2023,67949,88636,"{86754, 64824}","{05541, 89700, 53672, 75653, 39193, 12213}","{8776, 3400, 4612, 5452}","{9839, 4330, 3544, 6841, 1618, 1628}","{979, 049, 813}","{26, 42, 38, 28}"
18-05-2023,22632,63943,"{01119, 19532}","{76856, 89482, 64227, 00562, 01641, 85632}","{7352, 8616, 7828, 8053}","{5572, 8328, 8721, 7637, 2872, 6281}","{990, 054, 631}","{18, 67, 99, 70}"
19-05-2023,22317,14150,"{33733, 51891}","{82756, 21657, 15856, 86311, 41587, 54889}","{4351, 1152, 9815, 0486}","{4906, 9531, 2902, 2863, 2086, 1971}","{187, 478, 712}","{56, 36, 66, 29}"
20-05-2023,70452,64077,"{44767, 24888}","{25683, 81997, 59483, 16534, 45895, 15457}","{0445, 1674, 9879, 7857}","{1901, 4137, 7930, 4334, 1079, 9162}","{956, 370, 377}","{99, 33, 04, 27}"
21-05-2023,45297,72064,"{86140, 42405}","{12766, 10977, 02349, 28754, 38605, 04496}","{2441, 4197, 6793, 6975}","{2742, 8421, 5142, 4290, 9043, 7521}","{733, 013, 729}","{39, 70, 76, 50}"
22-05-2023,32754,68161,"{72017, 98904}","{94697, 94740, 93753, 55459, 01414, 23607}","{5492, 5227, 1493, 2338}","{9643, 0709, 9863, 5784, 8757, 8109}","{890, 019, 282}","{50, 34, 15, 65}"
23-05-2023,95972,02366,"{43590, 56621}","{19195, 14216, 52782, 53347, 92819, 99789}","{0740, 6907, 5957, 8967}","{4851, 8691, 5830, 7301, 6230, 3908}","{882, 890, 258}","{61, 27, 17, 44}"
24-05-2023,19966,59476,"{65345, 58041}","{20304, 95694, 17344, 72216, 32696, 67352}","{1785, 1474, 3062, 2264}","{5454, 4067, 9087, 2101, 9117, 9472}","{073, 840, 164}","{80, 87, 95, 63}"
25-05-2023,20319,70232,"{29500, 71249}","{16884, 99881, 28251, 71786, 97777, 82108}","{7537, 2802, 9443, 3856}","{2521, 5532, 2000, 7987, 9291, 0000}","{369, 815, 984}","{67, 74, 96, 89}"
26-05-2023,36191,12247,"{74125, 55916}","{50939, 18172, 11720, 73339, 73686, 22536}","{1413, 7656, 2151, 9010}","{3208, 7195, 4948, 3210, 9463, 0955}","{188, 203, 342}","{53, 31, 11, 03}"
27-05-2023,96237,71344,"{42533, 09954}","{96746, 15579, 95688, 52419, 28175, 26519}","{6364, 8867, 3211, 1681}","{1698, 8940, 8762, 7901, 5425, 2843}","{849, 191, 024}","{76, 31, 54, 45}"
28-05-2023,79459,32985,"{36739, 28089}","{00824, 84828, 31874, 10126, 29991, 97383}","{9781, 9537, 5387, 9377}","{7327, 8876, 8618, 0448, 3320, 6967}","{972, 313, 256}","{71, 50, 32, 80}"
29-05-2023,85867,98338,"{10638, 56467}","{71926, 87565, 57336, 56415, 07553, 67042}","{6742, 1749, 8665, 0992}","{0594, 4871, 7149, 8937, 3123, 4242}","{948, 191, 615}","{78, 91, 21, 34}"
30-05-2023,20765,15037,"{35868, 93065}","{57840, 39646, 93650, 76407, 80500, 27833}","{7861, 9818, 7371, 0560}","{7185, 0130, 9462, 2951, 0104, 1993}","{287, 387, 650}","{96, 60, 37, 21}"
31-05-2023,88961,40956,"{31944, 49287}","{19424, 05612, 78426, 30296, 38763, 87816}","{9466, 8678, 4184, 2567}","{7313, 3260, 1908, 1779, 7508, 4262}","{169, 307, 843}","{87, 02, 22, 91}"
01-06-2023,95921,60072,"{60772, 42018}","{90528, 85129, 93364, 58075, 83241, 77085}","{6817, 1204, 2635, 4543}","{3317, 1198, 1200, 4091, 1777, 7879}","{188, 582, 598}","{81, 27, 71, 20}"
02-06-2023,71963,03825,"{76720, 67605}","{83562, 75355, 08354, 71442, 30105, 41776}","{0619, 8323, 0185, 4008}","{2134, 7958, 9097, 7851, 7373, 7684}","{307, 353, 763}","{16, 34, 19, 29}"
03-06-2023,00370,78005,"{16546, 35426}","{15605, 56082, 31226, 67812, 04642, 88608}","{2225, 9739, 3893, 4075}","{4130, 2099, 9557, 8041, 9044, 0883}","{679, 741, 845}","{08, 65, 40, 83}"
04-06-2023,04408,98155,"{29784, 89293}","{39341, 14393, 11089, 61352, 00867, 38422}","{2710, 2069, 7376, 8015}","{2800, 3282, 3775, 0197, 7450, 6606}","{870, 440, 693}","{64, 73, 67, 90}"
05-06-2023,00081,01905,"{71137, 44821}","{88844, 27295, 04627, 95334, 72220, 93683}","{7165, 3883, 2157, 8958}","{9446, 1015, 2351, 7270, 6125, 8146}","{757, 450, 720}","{28, 92, 48, 79}"
06-06-2023,83079,15731,"{32457, 82498}","{53158, 75486, 27217, 33818, 63859, 80647}","{3761, 3762, 1876, 5343}","{2168, 2834, 1420, 3322, 2013, 4508}","{425, 236, 119}","{70, 90, 07, 34}"
07-06-2023,40357,11456,"{44223, 10852}","{46358, 34034, 66918, 95949, 25795, 45788}","{9566, 6046, 0716, 3577}","{0763, 3222, 6881, 2226, 9182, 0024}","{014, 056, 738}","{17, 72, 69, 82}"
08-06-2023,13437,01318,"{28445, 82535}","{71477, 39624, 54759, 25625, 23113, 63826}","{4472, 8981, 7954, 0986}","{5344, 9805, 4411, 8024, 3303, 3715}","{934, 777, 592}","{66, 88, 48, 31}"
09-06-2023,84288,04963,"{74125, 38700}","{73140, 26876, 60883, 12566, 74298, 52888}","{0391, 5921, 8049, 3886}","{1500, 2489, 8181, 3870, 1998, 2926}","{046, 845, 943}","{84, 68, 82, 38}"
10-06-2023,01936,55702,"{21837, 13114}","{08654, 54284, 25038, 62695, 93652, 66007}","{8658, 7816, 4181, 5440}","{9502, 0063, 9147, 3150, 5628, 3045}","{422, 133, 144}","{36, 39, 68, 88}"
11-06-2023,46260,22720,"{81504, 02173}","{16658, 20643, 72434, 05068, 21857, 41825}","{1921, 6654, 3727, 7848}","{6263, 0249, 2221, 9684, 5345, 4156}","{967, 239, 243}","{96, 57, 78, 64}"
12-06-2023,55442,33251,"{65623, 42048}","{68726, 89403, 20511, 62202, 52994, 94397}","{1802, 7934, 2963, 1958}","{7198, 5514, 8294, 7181, 1766, 9753}","{273, 439, 837}","{01, 39, 63, 68}"
13-06-2023,88661,71607,"{94150, 94670}","{11530, 33641, 22483, 01947, 54186, 71865}","{1544, 3281, 3871, 3994}","{4647, 4110, 6011, 4773, 5905, 5281}","{748, 272, 904}","{78, 73, 79, 05}"
14-06-2023,57854,34686,"{27752, 68091}","{15266, 04005, 47339, 36541, 59037, 27890}","{5866, 4320, 8636, 6531}","{7548, 4237, 7577, 1608, 3000, 3811}","{854, 832, 350}","{07, 48, 49, 06}"
15-06-2023,46904,84800,"{98348, 12229}","{53861, 52351, 70551, 34806, 70498, 95789}","{6537, 3633, 5213, 4450}","{4072, 1844, 5044, 2857, 3142, 3607}","{368, 359, 314}","{61, 63, 64, 41}"
16-06-2023,76830,13239,"{15720, 13993}","{81372, 54796, 83888, 74122, 95035, 42408}","{5949, 5284, 9319, 0688}","{5407, 7853, 4409, 6202, 2997, 3674}","{367, 132, 155}","{07, 66, 02, 01}"
17-06-2023,96361,07849,"{66045, 88316}","{39464, 33119, 55398, 70842, 49488, 59270}","{1677, 8485, 9518, 9825}","{0798, 1303, 0406, 0674, 5295, 0845}","{468, 316, 379}","{52, 87, 61, 01}"
18-06-2023,94351,86452,"{40375, 70701}","{16826, 73799, 20523, 29253, 46513, 59983}","{8752, 1003, 1258, 0694}","{4692, 6076, 1357, 2315, 0639, 0106}","{792, 419, 788}","{99, 72, 27, 42}"
19-06-2023,59915,92664,"{15899, 32550}","{52470, 29461, 86414, 90623, 25179, 91571}","{3463, 9199, 3287, 6446}","{6391, 0051, 9358, 8456, 2066, 6852}","{633, 901, 624}","{84, 71, 31, 96}"
20-06-2023,51232,37107,"{28488, 15667}","{67829, 95115, 22549, 94218, 88276, 22122}","{3666, 3895, 0482, 2513}","{5562, 3273, 6925, 2201, 8508, 5024}","{768, 006, 915}","{60, 02, 53, 33}"
21-06-2023,58534,47248,"{31378, 24891}","{66224, 32447, 09625, 20190, 45955, 79430}","{7401, 4890, 2121, 4604}","{2913, 7949, 6502, 5611, 9775, 5422}","{695, 283, 059}","{28, 06, 57, 26}"
22-06-2023,84267,02244,"{93702, 67381}","{11966, 10243, 59342, 89468, 21046, 34369}","{8713, 5009, 1257, 6787}","{5544, 3116, 7782, 9557, 5042, 6535}","{124, 416, 017}","{84, 51, 99, 00}"
23-06-2023,83660,29556,"{84109, 08146}","{94501, 89896, 47585, 80207, 97187, 00361}","{4205, 2870, 8205, 0899}","{5152, 3767, 5317, 5262, 3839, 5697}","{662, 169, 936}","{36, 84, 41, 44}"
24-06-2023,09870,73087,"{81633, 72969}","{89847, 26356, 34405, 84024, 47303, 24618}","{0872, 6015, 3948, 9391}","{2205, 4589, 4261, 9558, 0773, 6257}","{830, 443, 674}","{20, 54, 27, 39}"
25-06-2023,63634,89812,"{83546, 02844}","{03095, 31835, 01834, 53707, 10733, 27255}","{2684, 8989, 2268, 5181}","{0406, 8073, 3678, 8809, 0787, 7548}","{446, 547, 268}","{43, 62, 13, 16}"
26-06-2023,03493,78387,"{81896, 44142}","{05378, 90969, 81654, 54779, 28751, 19230}","{3278, 6555, 1402, 1499}","{2550, 5069, 9460, 9828, 3893, 9571}","{595, 405, 877}","{57, 28, 21, 82}"
27-06-2023,49195,69643,"{26181, 62071}","{87839, 47623, 06396, 11497, 04474, 84913}","{9536, 6706, 1662, 5744}","{4329, 4207, 6959, 4763, 9892, 4007}","{019, 409, 161}","{79, 09, 24, 82}"
28-06-2023,97495,12576,"{12020, 52689}","{32283, 74893, 80249, 63647, 18732, 04894}","{6498, 9089, 1696, 6318}","{5906, 9505, 3506, 4668, 8182, 9603}","{948, 415, 030}","{65, 20, 47, 61}"
29-06-2023,06920,56675,"{67716, 70226}","{25883, 78117, 84401, 10799, 94060, 69390}","{0144, 9883, 7643, 6236}","{3976, 0038, 5573, 0135, 0392, 6592}","{424, 847, 468}","{13, 87, 98, 36}"
30-06-2023,69851,88124,"{66159, 11919}","{07922, 80284, 92702, 43791, 92613, 53904}","{4262, 5196, 2479, 4379}","{2466, 8092, 8630, 6719, 3089, 6022}","{207, 869, 283}","{89, 82, 08, 34}"
01-07-2023,90746,08218,"{49755, 48773}","{85978, 76817, 01272, 70460, 33373, 84819}","{2816, 7971, 8278, 5631}","{2252, 0491, 9252, 7354, 2482, 8442}","{968, 396, 817}","{05, 22, 47, 87}"
02-07-2023,57123,20479,"{94195, 90632}","{09599, 24595, 62714, 10302, 29610, 84396}","{0499, 8769, 9271, 1209}","{9426, 1181, 7561, 1683, 4179, 0165}","{999, 275, 227}","{21, 23, 12, 96}"
03-07-2023,96894,03260,"{17064, 71834}","{86082, 55306, 22767, 85062, 06138, 27224}","{6983, 2670, 2483, 7136}","{7354, 5524, 1596, 1151, 3202, 4001}","{005, 551, 305}","{49, 08, 10, 05}"
04-07-2023,06883,50713,"{48058, 74292}","{37720, 15297, 20477, 30203, 80621, 91467}","{0689, 1614, 6370, 0331}","{5062, 9011, 2825, 8709, 5494, 2724}","{376, 872, 148}","{85, 09, 33, 50}"
05-07-2023,29397,03549,"{58203, 74554}","{81540, 48943, 78444, 49005, 63573, 24035}","{3287, 0808, 3898, 9832}","{3029, 0436, 5367, 7625, 1862, 0973}","{288, 449, 991}","{47, 18, 08, 01}"
06-07-2023,44798,94748,"{30095, 36372}","{01428, 55314, 61653, 45485, 52116, 52671}","{7701, 1381, 9393, 4736}","{7019, 1019, 4066, 2179, 0283, 8953}","{322, 406, 805}","{95, 05, 36, 57}"
07-07-2023,93076,94746,"{78078, 12706}","{23849, 92420, 73292, 31179, 01655, 13960}","{0155, 7242, 3503, 7485}","{5440, 4198, 2074, 7057, 3193, 7035}","{784, 719, 419}","{12, 19, 90, 84}"
08-07-2023,98215,82428,"{36753, 21404}","{20556, 64130, 78489, 02257, 34419, 12872}","{2467, 8893, 8792, 5647}","{1537, 3208, 2426, 5558, 6380, 0407}","{723, 953, 821}","{02, 23, 33, 46}"
09-07-2023,05408,68722,"{72072, 36681}","{01296, 98213, 27176, 41124, 62013, 23342}","{2637, 8365, 6432, 2073}","{8201, 2108, 8851, 5972, 4691, 9401}","{378, 129, 806}","{04, 26, 50, 66}"
